GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
17031281900,125918.0,6709,58.57802951259502,44.390130353817504,70.74022346368714
17031282700,88646.0,2221,74.24583520936515,20.398481973434535,53.41555977229602
17031282800,85000.0,1669,73.69682444577592,26.986754966887418,71.8543046357616
17031283100,61806.0,2684,68.92697466467959,36.76470588235294,78.36134453781513
17031283200,64223.0,1799,72.15119510839355,30.498177399756987,73.0255164034022
17031283800,86103.0,3573,75.70668905681501,19.9502796768179,56.556867619639526
17031290900,46189.0,4267,98.33606749472698,41.16743471582181,82.10445468509985
17031291200,24555.0,1532,99.86945169712794,42.279942279942276,74.60317460317461
17031291600,125050.0,1482,81.30904183535763,12.807881773399016,80.13136288998358
17031292200,37028.0,2488,98.39228295819936,42.99163179916318,73.11715481171548
17031292400,40152.0,1787,81.14157806379407,40.37356321839081,67.81609195402298
17031292500,54968.0,3450,100.0,32.86290322580645,64.91935483870968
17031300500,76023.0,3467,93.39486587828092,12.99897645854657,56.09007164790174
17031300600,51092.0,2906,94.76944253269099,32.429614181439,65.06777893639207
17031300700,49206.0,4799,98.8747655761617,15.080690038953811,56.42737896494157
17031300800,31161.0,4177,96.12161838640172,22.792937399678973,85.31300160513644
17031300900,34259.0,3705,97.00404858299595,15.057680631451124,50.151791135397694
17031301100,44598.0,2454,88.0603096984515,21.62162162162162,73.35907335907336
